categoryId,title,description,coverUrl,videoUrl,difficulty,duration,teacherType,enrollmentCount,hotScore,isFeatured,status
5,高校科研知识产权保护与规范,本课程聚焦高校科研活动中的知识产权保护，涵盖专利、著作权等核心概念，解析高校职务成果归属与管理规定，强调尊重原创思想与学术交流规范，帮助教师提升知识产权意识，遵守学术道德与法律法规。,/covers/429_df9b7d62.jpg,/videos/429_df9b7d62.mp4,2,16,1,177,99.0,1,1
5,高校教师著作权概论与学术规范,本课程系统讲解著作权的基本概念、构成要件及法律保护范围，重点分析文字作品、口述作品、艺术类作品等高校教师常见的智力成果类型。通过具体案例解析，帮助教师明确学术创作中的权利边界，提升知识产权保护意识，规范学术引用与成果发表行为。,/covers/430_82adb318.jpg,/videos/430_82adb318.mp4,1,18,0,174,96.11,1,1
5,学术规范中的侵权责任解析,本课程详细解析学术规范中常见的侵权行为及其法律责任，包括擅自发表他人作品、歪曲篡改、侵犯合作作品、强行署名、擅自使用、拒付报酬、剽窃等行为。重点讲解这些行为如何侵犯作者的发表权、保护作品完整权、署名权等著作权，以及根据我国著作权法应承担的民事责任，帮助高校教师识别和避免学术侵权风险。,/covers/431_7a48d9cd.jpg,/videos/431_7a48d9cd.mp4,1,7,0,153,91.41,1,1
5,学术作品独创性与抄袭认定,本课程深入解析学术规范中的独创性概念与抄袭认定标准，重点讲解思想表达二分法原则、接触加实质性相似规则，以及如何区分合理借鉴与侵权行为。通过案例分析，帮助高校教师准确识别学术不端风险，提升学术创作规范意识，维护学术诚信与著作权保护。,/covers/432_3297f334.jpg,/videos/432_3297f334.mp4,2,13,2,168,96.86,1,1
5,学术规范中的署名权问题,本课程聚焦高校教师与研究生在学术论文发表中的署名权规范，详细解析署名权的法律定义、不当署名的常见类型（如挂名、赠予署名等）及其危害，结合《著作权法》相关条款，探讨导师与学生在科研成果署名中的伦理责任，旨在提升教师的学术规范意识与科研诚信实践能力。,/covers/433_88e347dd.jpg,/videos/433_88e347dd.mp4,2,20,2,187,100.0,1,1
5,学术研究中的伦理原则与受试者保护,本课程聚焦高校教师在涉及人类或动物受试者的科研活动中应遵循的伦理规范。通过解析受试者研究中的伦理问题，结合米尔格拉姆服从实验等经典案例，探讨科研人员如何平衡研究需求与受试者权益保护，强化教师在心理学、医学等学科研究中的伦理意识与规范实践。,/covers/434_783be41b.jpg,/videos/434_783be41b.mp4,2,13,2,166,96.18,1,1
5,学术规范中的实验伦理与知情同意,本课程聚焦高校教师在涉及人类受试者和实验动物的科研活动中应遵循的基本伦理规范。内容涵盖知情同意原则、实验动物人道关怀、伦理委员会审查要求及避免诱导参与等关键议题，旨在帮助教师掌握科研伦理的核心要求，确保研究符合学术规范与道德标准。,/covers/435_83dd4215.jpg,/videos/435_83dd4215.mp4,2,18,1,176,98.29,1,1
5,人类受试伦理与学术规范,本课程以人类受试研究的历史案例为切入点，系统讲解生物医学研究中涉及人类受试者的伦理规范。通过分析詹纳牛痘实验、二战时期纳粹与731部队的人体实验等典型案例，阐述学术研究中保护受试者权益的重要性，帮助高校教师理解并遵守相关国内外伦理准则，强化科研活动中的道德底线意识。,/covers/436_50d7def7.jpg,/videos/436_50d7def7.mp4,2,20,1,177,98.17,1,1
5,高校生物医学研究伦理审查规范,本课程系统讲解高校生物医学研究中伦理审查的基本原则与制度框架，重点介绍伦理委员会的组成、职责与审查流程，强调尊重受试者权益、知情同意等核心伦理准则，帮助高校教师规范涉及人的生物医学研究行为，提升科研伦理素养。,/covers/437_21ed197e.jpg,/videos/437_21ed197e.mp4,2,13,1,166,95.96,1,1
5,动物实验伦理与学术规范,本课程探讨高校科研中动物实验的伦理问题，分析国际动物福利法规与三R原则（减少、替代、优化），结合案例讨论如何在科研需求与动物保护间寻求平衡，提升教师在生命科学研究中的伦理意识与规范实践。,/covers/438_f007d82d.jpg,/videos/438_f007d82d.mp4,2,20,1,181,99.41,1,1
